timestamp_ns,velocidad_ms,aceleracion_long_m_s2,freno_activo,velocidad_promedio_5s,aceleracion_promedio_5s,contexto_conduccion,frena_regenerativo_pct,frena_mecanico_pct
60000000000,3.965378354254311,0.0,True,3.330247941257744,-0.05899,Urban,0.8,0.2
60400000000,3.8488754968983017,0.0,True,3.40182945119571,-0.05899,Urban,0.8,0.2
60800000000,3.9951141811874304,0.0,False,3.448349405046966,-0.05971,Urban,0.0,0.0
62100000000,5.491129323533177,-0.0,False,3.535130033333539,-0.05971,Urban,0.0,0.0
74400000000,5.324828377737478,0.0,True,3.584309430552551,-0.05971,Urban,0.8,0.2
78200000000,5.154099688363351,0.0,False,3.6094541981996304,-0.05971,Urban,0.0,0.0
78500000000,4.997086067662558,0.0,False,3.643377557849474,-0.05971,Urban,0.0,0.0
78600000000,4.862133871009509,0.0,False,3.683771719944236,-0.05971,Urban,0.0,0.0
78800000000,4.768623950898529,0.0,False,3.716392708433215,-0.05971,Urban,0.0,0.0
79000000000,4.771593647460734,0.0,False,3.7516618248640743,-0.05971,Urban,0.0,0.0
79100000000,4.983345918248492,0.0,False,3.790189086912435,-0.0798939999999999,Urban,0.0,0.0
79200000000,5.695539124954655,0.0,False,3.84828880802614,-0.0798939999999999,Urban,0.0,0.0
83500000000,5.54076213379244,0.0,True,3.907915295791338,-0.0798939999999999,Urban,0.8,0.2
84900000000,5.393764861388167,0.0,True,3.9683712421274207,-0.0798939999999999,Urban,0.8,0.2
89900000000,5.223777492016885,0.0,True,4.028742742641866,-0.0798939999999999,Urban,0.8,0.2
92700000000,5.063101649137393,0.0,True,4.088470813267291,-0.0798939999999999,Urban,0.8,0.2
98900000000,4.907059064364591,0.0,True,4.146645587348669,-0.0798939999999999,Urban,0.8,0.2
100600000000,4.962384451569823,-0.6709,True,4.205848216245333,-0.0933119999999999,Urban,0.8,0.2
105800000000,4.863850749888562,-0.1279,False,4.259488872464085,-0.09587,Urban,0.0,0.0
110200000000,4.7368036832011775,-0.0,True,4.299306888130714,-0.09587,Urban,0.8,0.2
110400000000,4.621102017516941,-0.0,True,4.312308507107653,-0.09587,Urban,0.8,0.2
111400000000,4.531913587433758,-0.0005,False,4.327409548625269,-0.097096,Urban,0.0,0.0
112100000000,4.643672396979053,0.0,False,4.345501628635161,-0.097096,Urban,0.0,0.0
114100000000,4.549111155542912,-0.1667,False,4.365343276147953,-0.10043,Urban,0.0,0.0
116100000000,4.40850139538193,0.0,False,4.385502499374166,-0.10043,Urban,0.0,0.0
116200000000,4.277112143763949,0.0,False,4.398705121747978,-0.10043,Urban,0.0,0.0
116300000000,4.161536911262334,0.0,False,4.411243969094457,-0.090196,Urban,0.0,0.0
116400000000,4.074962519271481,0.0,False,4.423577328648586,-0.0492579999999999,Urban,0.0,0.0
116600000000,4.05281279167324,0.0,False,4.436877612195985,-0.00832,Urban,0.0,0.0
116800000000,4.149206991208964,0.0,False,4.454931430318728,-0.00832,Urban,0.0,0.0
116900000000,4.515753662622288,0.0,False,4.482845216938576,-0.00832,Urban,0.0,0.0
117200000000,5.581701497618017,0.0,False,4.534176237182483,-0.00832,Urban,0.0,0.0
119000000000,5.409659667394054,0.0,True,4.58339065705583,-0.00832,Urban,0.8,0.2
120200000000,6.157271879480553,-0.0,True,4.647361848636163,-0.00832,Urban,0.8,0.2
124900000000,6.206306459863487,-0.0,False,4.708985006401295,-0.00832,Urban,0.0,0.0
125300000000,6.027529126332589,0.0,True,4.756891480987048,-0.00832,Urban,0.8,0.2
126000000000,6.097825948520492,0.0,True,4.779651246526215,-0.00832,Urban,0.8,0.2
126500000000,5.922655977425068,0.0,True,4.796498616323063,-0.00832,Urban,0.8,0.2
127000000000,5.99616271848747,0.0,True,4.818430209435311,-0.00832,Urban,0.8,0.2
137100000000,5.815573313979018,0.0,True,4.840226755682576,-0.00832,Urban,0.8,0.2
137400000000,5.876816990141501,0.0,True,4.865243393174728,-0.00832,Urban,0.8,0.2
137800000000,5.704198609144055,0.0,True,4.889979113451641,0.03168,Urban,0.8,0.2
143300000000,5.555179049880755,0.0,True,4.913506053357944,0.01168,Urban,0.8,0.2
143600000000,5.441841856881764,0.0,True,4.937171099800516,0.01168,Urban,0.8,0.2
144500000000,5.336703195581683,0.0,True,4.960327740502953,-0.01832,Urban,0.8,0.2
145900000000,6.211919800584986,0.0,True,5.00384591453245,-0.01932,Urban,0.8,0.2
148200000000,6.023271238113637,0.0,False,5.045525965873752,-0.01932,Urban,0.0,0.0
148300000000,5.847509116283736,0.0,False,5.080937100739498,-0.01932,Urban,0.0,0.0
148600000000,5.693287646351608,0.0,False,5.110539289694376,-0.01932,Urban,0.0,0.0
148900000000,5.580434020625698,0.0,False,5.140415715458292,-0.01932,Urban,0.0,0.0
149100000000,5.563166484978403,0.0,False,5.172371478072773,-0.01932,Urban,0.0,0.0
149200000000,5.754880396092967,0.0,False,5.210491576056667,-0.01932,Urban,0.0,0.0
149300000000,6.398804071007393,0.0,False,5.258565373853067,-0.01932,Urban,0.0,0.0
152400000000,6.2043621550856205,-0.0,True,5.272830030484115,-0.01932,Urban,0.8,0.2
153500000000,6.260459494608488,0.0,False,5.291542652821536,-0.01932,Urban,0.0,0.0
153900000000,6.314855651716219,0.0,False,5.314757772088592,-0.01932,Urban,0.0,0.0
154200000000,6.367554930593781,0.0,False,5.342167149347217,-0.01932,Urban,0.0,0.0
154800000000,6.418608211627376,0.0,False,5.373296636159575,-0.01932,Urban,0.0,0.0
155100000000,6.468070924680855,0.0,False,5.40728557563522,-0.01932,Urban,0.0,0.0
155500000000,6.515990436917815,0.0,True,5.442173511424363,-0.01932,Urban,0.8,0.2
155600000000,6.562418791191901,0.0,False,5.47375496888323,-0.01932,Urban,0.0,0.0
156000000000,6.607400091759981,0.0,False,5.491992188219338,-0.01932,Urban,0.0,0.0
156300000000,6.484813529253971,0.0,False,5.5108732161285685,-0.01932,Urban,0.0,0.0
157800000000,6.532213947541619,0.0,False,5.533642197851637,-0.01932,Urban,0.0,0.0
158000000000,6.578128965032708,0.0,False,5.560729227311953,-0.01932,Urban,0.0,0.0
158600000000,6.62261790853431,0.0,False,5.591919552499892,-0.01932,Urban,0.0,0.0
159500000000,6.665722613949972,0.0,False,5.6270928234916,-0.01932,Urban,0.0,0.0
159700000000,6.707483564756305,0.0,False,5.661994805755329,-0.0059019999999999,Urban,0.0,0.0
164300000000,6.747946171221147,0.0,False,5.69967671418198,-0.0033439999999999,Urban,0.0,0.0
